@relation 'marketing-18204307-weka.filters.unsupervised.attribute.Remove-R5,10'

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
56,retail,divorced,primary,1238,no,no,unknown,jun,1558,1,-1,0,unknown,no
59,retired,married,primary,0,no,no,email,jun,493,2,-1,0,unknown,no
28,management,single,tertiary,0,yes,no,email,jul,767,5,-1,0,unknown,no
54,management,married,tertiary,8295,no,no,email,jun,207,1,-1,0,unknown,no
34,self-employed,single,tertiary,5462,no,no,email,apr,430,1,-1,0,unknown,no
49,retail,married,primary,889,no,no,phone,jul,388,1,-1,0,unknown,no
55,education,married,secondary,865,yes,no,email,oct,96,1,111,3,failure,yes
32,tech,married,secondary,889,yes,no,email,sep,185,1,99,5,success,no
45,services,divorced,secondary,-179,no,no,unknown,jul,155,2,-1,0,unknown,yes
34,management,single,tertiary,4348,yes,no,email,aug,373,8,-1,0,unknown,yes
51,services,divorced,secondary,518,yes,no,phone,nov,76,1,-1,0,unknown,yes
48,education,married,secondary,112,no,no,email,aug,139,5,-1,0,unknown,yes
34,management,single,tertiary,184,no,no,email,jul,203,4,-1,0,unknown,yes
32,services,single,secondary,0,yes,no,email,jul,99,13,-1,0,unknown,yes
41,construction,married,secondary,288,yes,no,unknown,may,221,4,-1,0,unknown,yes
36,management,divorced,tertiary,649,no,no,email,jul,237,2,91,1,failure,yes
42,education,divorced,secondary,936,no,no,email,jan,931,1,-1,0,unknown,no
35,construction,married,secondary,2789,yes,no,email,sep,256,2,94,1,failure,yes
27,tech,single,secondary,5,yes,no,unknown,may,205,3,-1,0,unknown,yes
49,management,divorced,tertiary,755,no,no,email,jul,1212,4,-1,0,unknown,no
37,services,single,secondary,105,no,yes,unknown,jun,260,4,-1,0,unknown,yes
36,construction,married,secondary,55,yes,no,email,may,38,2,369,4,failure,yes
41,self-employed,married,tertiary,231,no,no,email,aug,352,2,-1,0,unknown,no
25,services,single,secondary,64,no,no,email,jul,71,11,-1,0,unknown,yes
51,retired,married,secondary,35,no,yes,email,jul,123,4,-1,0,unknown,yes
33,management,single,tertiary,-53,no,no,email,jan,617,2,-1,0,unknown,yes
53,retired,divorced,secondary,-200,no,yes,unknown,jun,161,1,-1,0,unknown,yes
50,management,single,tertiary,1200,no,no,email,aug,904,3,-1,0,unknown,no
33,education,married,secondary,95,yes,no,email,apr,335,1,-1,0,unknown,no
32,tech,married,secondary,2,yes,no,email,may,16,9,309,1,failure,yes
36,management,single,secondary,1511,yes,no,email,nov,270,1,-1,0,unknown,no
46,entrepreneur,married,tertiary,2262,no,no,phone,jul,44,14,-1,0,unknown,yes
47,services,married,secondary,3333,yes,yes,email,jul,114,2,-1,0,unknown,yes
28,unemployed,married,secondary,655,yes,no,unknown,jun,606,2,-1,0,unknown,yes
45,entrepreneur,married,secondary,245,yes,no,unknown,may,126,3,-1,0,unknown,yes
53,education,married,secondary,459,no,no,email,apr,558,1,-1,0,unknown,no
35,construction,married,tertiary,188,no,no,email,aug,286,2,-1,0,unknown,yes
73,retired,married,primary,796,no,no,email,oct,427,1,182,2,failure,no
60,education,married,secondary,3735,no,no,email,dec,190,1,188,9,success,no
24,tech,single,secondary,174,yes,yes,email,may,487,1,-1,0,unknown,no
32,services,married,secondary,132,yes,yes,unknown,may,343,2,-1,0,unknown,yes
29,construction,single,tertiary,2325,no,no,email,feb,125,1,-1,0,unknown,no
47,education,single,secondary,3696,no,no,email,jul,250,2,181,4,success,no
48,tech,married,secondary,333,yes,no,email,may,24,6,-1,0,unknown,yes
38,management,single,tertiary,104,yes,no,email,may,606,3,-1,0,unknown,no
31,management,married,tertiary,1010,yes,no,email,may,385,3,364,9,other,yes
56,education,divorced,secondary,985,no,yes,email,aug,150,2,-1,0,unknown,yes
29,services,divorced,secondary,84,yes,no,email,apr,1101,2,-1,0,unknown,no
51,tech,married,primary,40,yes,no,email,may,79,1,370,1,failure,yes
47,services,divorced,secondary,4906,yes,no,unknown,may,389,1,-1,0,unknown,yes
60,management,divorced,tertiary,366,no,no,email,jun,593,1,-1,0,unknown,no
35,construction,married,tertiary,0,yes,yes,email,sep,112,1,62,6,other,yes
47,entrepreneur,married,unknown,209,yes,no,unknown,may,135,2,-1,0,unknown,yes
37,tech,married,primary,704,no,no,unknown,jun,165,7,-1,0,unknown,yes
29,education,single,secondary,1070,yes,no,unknown,may,30,1,357,1,other,no
73,retired,married,primary,279,no,no,email,jan,399,3,-1,0,unknown,no
25,management,single,tertiary,808,no,no,email,sep,267,2,114,2,failure,no
43,construction,single,tertiary,0,no,no,email,aug,73,4,-1,0,unknown,yes
36,management,married,tertiary,1133,yes,no,email,aug,293,1,181,2,other,no
32,tech,married,secondary,1005,no,no,email,may,215,1,-1,0,unknown,yes
30,construction,single,secondary,4787,yes,no,unknown,jun,99,2,-1,0,unknown,yes
41,entrepreneur,married,primary,39,yes,no,email,nov,549,2,-1,0,unknown,no
83,retired,divorced,primary,0,no,no,phone,may,664,1,77,3,success,yes
34,construction,married,secondary,1464,yes,no,unknown,may,350,1,-1,0,unknown,yes
76,retired,married,primary,2590,no,no,phone,feb,68,12,-1,0,unknown,yes
33,education,married,secondary,0,yes,no,phone,jul,1448,7,-1,0,unknown,no
34,construction,single,secondary,1386,yes,yes,unknown,may,185,6,-1,0,unknown,yes
32,construction,single,tertiary,4665,yes,no,unknown,may,860,2,-1,0,unknown,no
29,student,single,unknown,2929,no,no,email,aug,91,1,-1,0,unknown,yes
56,retired,married,secondary,1044,no,no,phone,jul,353,2,-1,0,unknown,no
51,self-employed,married,unknown,2094,no,no,email,jun,458,6,-1,0,unknown,no
40,management,married,tertiary,-17,yes,yes,email,may,474,1,256,1,success,no
30,education,single,tertiary,305,no,no,email,apr,633,1,85,2,success,no
26,services,single,secondary,1347,no,no,phone,jun,280,6,92,5,other,no
59,construction,married,secondary,1,no,no,email,apr,159,2,378,3,failure,no
55,education,married,secondary,1102,yes,no,unknown,may,126,2,-1,0,unknown,yes
38,education,married,tertiary,1988,no,no,email,mar,164,2,130,2,failure,no
60,management,married,tertiary,759,no,no,email,aug,136,2,-1,0,unknown,yes
37,tech,married,primary,0,yes,no,unknown,may,24,1,-1,0,unknown,yes
29,management,married,tertiary,318,yes,no,email,may,1434,2,356,4,failure,yes
26,education,divorced,secondary,-3,yes,no,unknown,may,181,5,-1,0,unknown,yes
36,management,married,tertiary,2987,yes,no,email,aug,307,1,-1,0,unknown,no
34,construction,married,tertiary,1539,yes,no,email,jun,441,1,56,1,other,no
58,management,married,tertiary,9339,yes,no,phone,nov,52,3,172,3,other,yes
33,tech,married,secondary,661,yes,no,email,jul,968,1,-1,0,unknown,no
37,tech,divorced,secondary,0,yes,no,email,apr,146,4,-1,0,unknown,no
53,services,divorced,secondary,-905,yes,no,unknown,may,213,1,-1,0,unknown,yes
44,tech,married,primary,887,yes,no,email,may,165,2,363,1,failure,yes
31,management,married,tertiary,1224,yes,yes,email,jul,1441,2,-1,0,unknown,no
60,education,married,unknown,1088,yes,no,email,may,149,1,-1,0,unknown,yes
41,construction,married,tertiary,532,yes,no,email,jul,74,1,-1,0,unknown,yes
33,tech,married,secondary,137,no,yes,email,jul,305,12,-1,0,unknown,yes
59,construction,married,primary,3163,yes,no,unknown,may,240,2,-1,0,unknown,yes
40,self-employed,married,secondary,2,no,no,email,aug,197,5,-1,0,unknown,yes
29,construction,married,tertiary,858,yes,no,email,jun,234,7,330,1,failure,yes
42,management,married,secondary,1331,no,no,email,jul,698,2,-1,0,unknown,yes
40,self-employed,married,primary,92,yes,no,unknown,may,92,1,-1,0,unknown,yes
37,tech,single,secondary,48,no,no,email,may,140,2,-1,0,unknown,yes
58,management,divorced,tertiary,1573,yes,yes,email,nov,279,1,-1,0,unknown,yes
42,tech,single,secondary,1080,yes,yes,email,may,951,3,370,4,failure,no
61,education,married,secondary,4608,no,no,email,mar,212,1,-1,0,unknown,no
31,management,single,tertiary,574,yes,no,email,jul,410,2,-1,0,unknown,yes
43,tech,married,secondary,699,yes,yes,email,nov,1258,2,122,2,other,no
45,education,divorced,secondary,59,yes,no,email,jul,873,8,-1,0,unknown,no
27,services,divorced,secondary,10,yes,no,email,jul,427,1,-1,0,unknown,yes
37,tech,married,primary,403,yes,no,email,may,318,2,338,1,success,yes
61,management,married,tertiary,6016,no,no,email,feb,670,3,-1,0,unknown,no
47,education,divorced,secondary,225,no,no,email,aug,1126,4,-1,0,unknown,no
44,education,single,secondary,2524,no,no,unknown,jun,82,1,-1,0,unknown,yes
49,management,married,tertiary,87,no,no,email,jan,165,1,-1,0,unknown,yes
31,education,single,secondary,1306,yes,no,unknown,may,217,5,-1,0,unknown,yes
31,management,married,tertiary,582,yes,no,email,jul,58,2,-1,0,unknown,yes
59,construction,married,primary,4198,no,no,email,jan,309,1,91,10,success,no
48,management,married,tertiary,1167,yes,yes,email,jun,264,1,-1,0,unknown,no
52,construction,married,secondary,195,yes,no,email,feb,220,1,63,5,failure,no
35,entrepreneur,married,tertiary,2723,yes,yes,email,aug,275,4,-1,0,unknown,yes
34,education,divorced,secondary,1268,yes,no,email,may,259,3,-1,0,unknown,yes
31,tech,married,secondary,-498,yes,no,email,jul,357,1,-1,0,unknown,yes
53,construction,married,tertiary,6072,no,yes,unknown,jun,226,4,-1,0,unknown,yes
38,entrepreneur,married,secondary,157,no,yes,email,may,57,11,366,1,other,yes
50,unemployed,married,secondary,3357,no,no,email,jun,239,4,-1,0,unknown,no
21,services,single,secondary,361,no,no,phone,jun,329,1,95,1,other,yes
47,construction,married,secondary,1167,yes,no,email,apr,968,1,87,5,failure,no
35,management,married,tertiary,8,no,no,email,apr,93,3,-1,0,unknown,no
53,construction,married,secondary,100,no,no,email,aug,205,4,-1,0,unknown,yes
24,tech,married,secondary,1222,yes,no,email,apr,369,1,-1,0,unknown,yes
22,student,single,secondary,246,yes,no,phone,may,25,1,-1,0,unknown,yes
52,management,married,tertiary,-970,yes,no,email,feb,489,1,-1,0,unknown,no
32,construction,married,secondary,782,yes,no,unknown,may,116,4,-1,0,unknown,yes
60,management,married,unknown,6313,no,no,unknown,jun,39,2,-1,0,unknown,yes
34,management,single,tertiary,5086,no,no,email,may,213,4,-1,0,unknown,no
32,tech,single,secondary,811,yes,no,email,may,563,1,-1,0,unknown,no
49,services,married,secondary,204,no,no,email,jul,286,2,-1,0,unknown,yes
39,construction,divorced,secondary,902,yes,no,email,feb,691,2,180,5,failure,no
39,services,single,secondary,7066,yes,no,email,may,667,3,357,3,other,no
44,management,married,tertiary,-206,yes,no,email,may,337,2,-1,0,unknown,yes
47,management,married,tertiary,0,no,no,email,oct,508,1,-1,0,unknown,no
38,management,married,tertiary,-70,yes,no,email,jan,140,1,2,3,other,yes
31,tech,married,secondary,1243,yes,no,unknown,may,32,1,-1,0,unknown,yes
31,construction,single,tertiary,454,no,no,email,feb,73,3,-1,0,unknown,yes
34,education,single,secondary,10,no,yes,email,nov,162,1,173,3,failure,yes
32,education,divorced,secondary,5,yes,yes,email,may,82,3,363,2,other,yes
49,construction,married,tertiary,1235,no,no,email,aug,354,3,-1,0,unknown,no
47,management,married,tertiary,2306,no,no,phone,aug,239,4,-1,0,unknown,no
41,construction,single,secondary,-41,yes,yes,email,apr,154,1,-1,0,unknown,yes
32,tech,married,secondary,950,yes,yes,email,apr,219,4,-1,0,unknown,yes
51,construction,divorced,secondary,2323,yes,yes,email,aug,151,10,-1,0,unknown,yes
30,construction,single,tertiary,799,yes,yes,unknown,jun,91,18,-1,0,unknown,yes
40,services,married,tertiary,35,no,no,email,jul,318,4,317,3,failure,yes
34,management,married,tertiary,180,no,no,email,jun,298,3,-1,0,unknown,yes
33,education,married,tertiary,79,yes,no,email,oct,249,2,335,2,failure,no
44,self-employed,single,tertiary,2734,yes,no,email,may,897,4,-1,0,unknown,no
33,management,married,tertiary,2098,no,no,email,nov,67,1,-1,0,unknown,yes
46,construction,divorced,secondary,-90,no,yes,phone,oct,270,1,-1,0,unknown,no
55,retail,married,secondary,139,no,no,email,aug,256,2,-1,0,unknown,yes
43,tech,married,secondary,105,no,yes,email,jul,668,2,-1,0,unknown,yes
45,tech,married,secondary,4022,yes,no,email,jan,244,3,-1,0,unknown,yes
38,education,married,secondary,4196,yes,no,email,may,193,2,-1,0,unknown,yes
30,construction,married,secondary,-393,yes,yes,email,jul,435,1,-1,0,unknown,no
31,construction,single,tertiary,1214,no,no,email,feb,39,1,-1,0,unknown,yes
33,management,single,tertiary,3143,no,no,email,jun,421,2,-1,0,unknown,no
34,construction,single,secondary,1076,no,no,email,aug,70,2,-1,0,unknown,yes
27,services,single,secondary,54,yes,no,unknown,may,543,2,-1,0,unknown,no
33,tech,married,secondary,640,yes,no,email,feb,439,3,-1,0,unknown,yes
52,construction,married,secondary,1781,yes,no,unknown,may,144,2,-1,0,unknown,yes
32,construction,single,tertiary,5514,no,no,email,apr,319,1,182,1,success,no
52,construction,divorced,secondary,204,no,no,email,aug,134,2,-1,0,unknown,yes
32,management,married,tertiary,138,no,no,email,aug,94,4,-1,0,unknown,yes
30,management,married,tertiary,1942,yes,yes,email,nov,436,2,178,3,other,no
45,construction,married,tertiary,265,no,no,email,aug,14,3,-1,0,unknown,yes
34,retail,married,primary,2929,no,no,email,aug,518,2,-1,0,unknown,no
30,tech,married,primary,-336,no,no,email,jul,128,6,-1,0,unknown,yes
54,unemployed,married,primary,541,yes,no,email,feb,237,3,-1,0,unknown,yes
38,management,married,tertiary,3436,no,no,email,nov,663,4,-1,0,unknown,no
34,construction,married,tertiary,691,yes,yes,unknown,jun,70,1,-1,0,unknown,yes
33,construction,married,secondary,133,no,no,email,may,218,1,-1,0,unknown,no
55,construction,married,secondary,-308,no,no,email,feb,781,1,-1,0,unknown,no
49,self-employed,married,secondary,2576,yes,no,email,may,64,6,-1,0,unknown,yes
44,construction,single,secondary,7138,no,no,email,aug,809,2,-1,0,unknown,no
39,construction,divorced,tertiary,3,no,no,email,may,488,1,-1,0,unknown,no
52,management,married,tertiary,-11,yes,no,email,may,94,4,-1,0,unknown,yes
66,retired,married,tertiary,1948,no,no,email,jan,216,1,91,4,success,no
56,retired,married,secondary,-1206,yes,no,email,jun,382,2,-1,0,unknown,no
53,construction,married,secondary,230,no,yes,email,aug,112,2,-1,0,unknown,yes
62,self-employed,divorced,tertiary,6,yes,no,email,oct,216,1,183,4,success,no
44,construction,divorced,secondary,14,no,no,email,nov,167,1,92,1,success,no
58,retired,married,primary,3401,yes,no,email,feb,84,3,265,2,failure,yes
74,retired,married,secondary,921,no,no,phone,apr,394,2,-1,0,unknown,no
55,management,married,primary,2587,no,no,email,sep,328,2,94,2,success,no
27,services,single,secondary,201,yes,no,unknown,jun,172,2,-1,0,unknown,yes
36,management,single,tertiary,442,yes,yes,email,jul,102,3,-1,0,unknown,yes
75,retired,married,secondary,3771,no,no,phone,apr,185,1,181,2,success,no
42,management,married,tertiary,0,no,no,email,aug,325,2,-1,0,unknown,yes
38,tech,married,primary,506,yes,yes,unknown,jun,122,1,-1,0,unknown,yes
55,management,divorced,tertiary,9756,yes,no,email,jun,103,2,95,1,other,no
36,retired,single,secondary,101,yes,yes,unknown,may,314,1,-1,0,unknown,yes
31,construction,single,secondary,2544,no,no,email,jul,252,1,184,3,success,no
28,tech,married,secondary,1137,no,no,email,feb,129,4,211,3,other,yes
47,construction,divorced,tertiary,-1148,yes,yes,unknown,may,62,2,-1,0,unknown,yes
25,tech,married,primary,-589,yes,no,unknown,jun,233,1,-1,0,unknown,yes
32,tech,married,secondary,1148,yes,no,email,apr,121,1,-1,0,unknown,yes
40,education,divorced,secondary,6,no,no,unknown,jun,140,1,-1,0,unknown,yes
35,management,married,tertiary,8,yes,no,unknown,may,55,4,-1,0,unknown,yes
31,management,married,tertiary,4148,yes,no,email,nov,316,3,99,9,other,no
31,construction,single,secondary,1094,yes,no,unknown,jun,93,8,-1,0,unknown,yes
60,education,divorced,secondary,174,yes,no,email,may,241,1,364,1,failure,yes
35,construction,married,secondary,0,yes,no,email,nov,524,1,96,5,success,no
35,management,divorced,tertiary,0,yes,no,phone,oct,171,1,-1,0,unknown,no
28,self-employed,single,tertiary,442,no,no,email,jun,474,3,95,3,other,no
44,tech,married,primary,420,yes,no,unknown,may,110,2,-1,0,unknown,yes
32,management,married,tertiary,4761,yes,no,email,may,159,2,350,2,failure,yes
43,services,married,secondary,978,yes,yes,unknown,may,82,2,-1,0,unknown,yes
28,student,single,tertiary,1562,no,no,email,feb,659,4,-1,0,unknown,no
55,management,married,tertiary,-375,no,no,email,jul,814,2,-1,0,unknown,no
56,management,married,tertiary,3172,yes,no,email,feb,139,1,-1,0,unknown,yes
36,management,married,tertiary,9269,yes,yes,email,nov,107,2,-1,0,unknown,yes
54,retired,divorced,tertiary,0,no,no,unknown,may,618,1,-1,0,unknown,no
28,services,single,secondary,2685,no,yes,unknown,aug,5,1,-1,0,unknown,yes
32,management,single,tertiary,2,yes,no,email,sep,100,2,-1,0,unknown,no
37,student,married,unknown,0,no,no,unknown,jun,114,1,-1,0,unknown,yes
38,unemployed,single,tertiary,0,no,no,email,feb,39,2,-1,0,unknown,yes
34,education,married,secondary,244,yes,no,email,jul,56,4,-1,0,unknown,yes
34,entrepreneur,married,tertiary,-28,yes,no,email,jul,574,1,-1,0,unknown,yes
36,construction,single,tertiary,197,no,no,email,apr,260,1,-1,0,unknown,no
33,management,single,tertiary,349,no,no,email,aug,182,1,-1,0,unknown,yes
38,management,married,tertiary,7124,no,no,unknown,jun,301,6,-1,0,unknown,yes
35,education,divorced,secondary,3636,no,yes,email,nov,808,2,-1,0,unknown,no
39,self-employed,married,tertiary,1047,no,no,unknown,jun,554,1,-1,0,unknown,no
48,retail,married,primary,7195,no,no,email,nov,609,2,-1,0,unknown,no
59,tech,divorced,secondary,3573,no,no,email,may,44,1,-1,0,unknown,yes
39,management,married,tertiary,2763,yes,no,unknown,jun,526,2,-1,0,unknown,no
45,services,single,primary,1893,yes,no,unknown,jun,1259,6,-1,0,unknown,no
49,education,married,secondary,3608,yes,no,unknown,nov,231,1,-1,0,unknown,no
51,retired,divorced,secondary,1679,no,no,email,aug,417,1,365,9,other,no
45,management,married,tertiary,3370,no,no,unknown,jun,36,3,-1,0,unknown,yes
34,management,single,tertiary,2646,no,no,email,apr,142,1,-1,0,unknown,no
34,tech,married,primary,-319,yes,yes,email,jul,134,4,-1,0,unknown,yes
45,construction,single,secondary,410,yes,no,unknown,may,891,4,-1,0,unknown,no
50,tech,married,primary,-1,no,no,email,aug,195,2,-1,0,unknown,yes
44,tech,married,secondary,4022,yes,no,email,jan,244,3,-1,0,unknown,yes
40,management,single,tertiary,0,yes,no,email,feb,228,2,182,6,failure,no
25,student,married,tertiary,10,yes,no,email,jul,857,4,-1,0,unknown,no
34,tech,divorced,unknown,172,no,no,email,jun,177,1,-1,0,unknown,no
50,tech,married,unknown,2284,yes,no,phone,jul,1088,17,-1,0,unknown,no
24,student,single,secondary,822,no,no,email,oct,184,1,91,2,failure,no
37,construction,married,secondary,712,yes,no,email,nov,291,2,-1,0,unknown,yes
55,tech,married,primary,145,no,no,phone,feb,59,3,5,2,other,yes
28,tech,single,secondary,-46,yes,no,email,sep,199,1,92,14,success,no
35,tech,married,primary,422,yes,no,email,may,73,1,-1,0,unknown,yes
36,management,married,tertiary,-381,yes,no,email,jul,30,29,-1,0,unknown,yes
52,management,single,tertiary,83,no,no,email,aug,1223,6,-1,0,unknown,no
38,education,single,secondary,-23,no,no,email,nov,48,2,-1,0,unknown,yes
59,construction,married,secondary,259,no,no,email,jun,415,1,89,1,success,no
25,education,married,secondary,242,yes,no,email,jul,62,12,-1,0,unknown,yes
47,retail,single,tertiary,3727,no,no,unknown,jun,993,6,-1,0,unknown,no
58,retired,married,secondary,413,no,no,email,aug,104,5,-1,0,unknown,yes
41,entrepreneur,divorced,tertiary,4,yes,yes,email,apr,74,4,-1,0,unknown,yes
42,management,married,tertiary,372,yes,no,email,aug,654,2,-1,0,unknown,no
48,self-employed,married,primary,1013,yes,no,email,aug,206,1,461,1,failure,no
38,management,single,tertiary,427,yes,no,email,may,17,3,169,2,failure,yes
26,management,single,tertiary,205,no,no,unknown,may,111,1,-1,0,unknown,yes
29,tech,single,secondary,555,yes,no,email,may,133,4,-1,0,unknown,yes
53,tech,married,primary,3316,yes,no,unknown,may,331,6,-1,0,unknown,yes
41,retired,single,primary,0,no,no,email,may,239,1,368,2,failure,yes
37,education,married,tertiary,3913,yes,no,email,apr,124,1,-1,0,unknown,no
31,education,married,secondary,314,yes,no,email,apr,279,1,-1,0,unknown,yes
46,management,married,tertiary,523,yes,no,email,may,105,4,366,2,failure,yes
60,retired,divorced,unknown,-49,yes,no,email,jan,188,1,261,2,failure,yes
54,construction,married,tertiary,98,no,no,email,aug,420,4,-1,0,unknown,yes
27,education,divorced,secondary,451,yes,no,email,jul,652,1,-1,0,unknown,no
37,management,married,tertiary,1689,yes,no,unknown,may,645,2,-1,0,unknown,yes
40,tech,married,secondary,1100,yes,no,unknown,may,660,2,-1,0,unknown,yes
51,management,married,tertiary,176,yes,yes,unknown,jun,8,1,687,2,failure,yes
52,education,married,secondary,395,yes,no,unknown,may,391,3,-1,0,unknown,yes
34,tech,married,secondary,1412,yes,yes,unknown,may,157,2,-1,0,unknown,yes
45,tech,divorced,primary,844,no,no,unknown,jun,1018,3,-1,0,unknown,no
40,self-employed,divorced,secondary,1876,no,yes,unknown,jun,269,1,-1,0,unknown,yes
27,management,single,tertiary,446,no,no,email,jun,205,3,-1,0,unknown,yes
47,services,married,secondary,2322,no,no,email,aug,618,1,-1,0,unknown,yes
27,unemployed,single,tertiary,1,no,no,email,feb,65,2,-1,0,unknown,yes
31,tech,married,secondary,631,yes,no,unknown,may,248,4,-1,0,unknown,yes
44,management,married,primary,4758,yes,no,email,jul,712,6,-1,0,unknown,no
46,construction,married,secondary,204,no,yes,email,jul,442,2,-1,0,unknown,yes
48,management,married,primary,1910,yes,no,unknown,may,413,2,-1,0,unknown,yes
53,tech,married,secondary,25,no,no,email,aug,528,2,-1,0,unknown,no
27,construction,single,secondary,235,yes,no,email,may,13,5,-1,0,unknown,yes
34,education,married,tertiary,899,yes,no,phone,nov,377,3,7,4,success,yes
24,tech,single,secondary,913,yes,no,email,jul,113,4,-1,0,unknown,yes
51,self-employed,married,secondary,95,yes,no,email,jul,1309,4,-1,0,unknown,no
33,tech,single,secondary,13494,yes,no,unknown,jun,27,25,-1,0,unknown,yes
41,management,married,primary,5310,yes,no,email,nov,984,1,-1,0,unknown,no
26,management,single,tertiary,170,no,no,email,jun,129,1,-1,0,unknown,no
32,management,single,tertiary,8436,yes,no,email,apr,245,1,149,2,failure,yes
36,management,single,tertiary,490,no,no,email,aug,207,8,98,1,failure,no
53,services,married,secondary,1378,yes,no,email,jul,91,2,-1,0,unknown,yes
40,management,married,primary,733,yes,no,unknown,jun,94,7,-1,0,unknown,yes
37,education,married,secondary,11303,no,no,email,may,500,2,-1,0,unknown,yes
33,tech,married,primary,-195,no,no,unknown,sep,9,1,-1,0,unknown,yes
56,retired,divorced,secondary,212,no,yes,phone,jul,27,1,-1,0,unknown,yes
32,education,single,secondary,678,yes,no,email,feb,1579,1,246,4,failure,no
31,construction,married,secondary,251,no,yes,email,aug,156,2,-1,0,unknown,yes
48,management,married,tertiary,5057,no,yes,email,nov,37,1,-1,0,unknown,yes
31,management,married,tertiary,156,no,no,email,aug,657,7,-1,0,unknown,no
59,tech,married,secondary,5314,yes,no,email,may,200,3,-1,0,unknown,yes
26,unemployed,single,secondary,622,no,no,email,jan,1451,2,-1,0,unknown,no
46,education,married,secondary,44,no,no,unknown,may,1467,1,-1,0,unknown,no
51,management,single,tertiary,297,yes,no,email,may,415,4,375,1,failure,no
28,management,single,tertiary,224,yes,no,email,feb,97,3,-1,0,unknown,yes
45,construction,married,primary,-322,no,no,unknown,jun,225,2,-1,0,unknown,yes
46,construction,married,tertiary,217,yes,no,email,may,141,1,346,2,other,yes
59,retired,married,secondary,9976,yes,no,unknown,may,57,2,-1,0,unknown,yes
59,management,married,tertiary,2764,no,no,email,dec,237,1,206,2,failure,yes
35,construction,married,secondary,141,yes,no,email,aug,299,2,-1,0,unknown,yes
46,retired,married,primary,-35,yes,no,email,may,304,3,-1,0,unknown,yes
47,education,married,secondary,1934,no,yes,email,may,225,1,364,1,failure,yes
33,tech,single,secondary,-416,yes,no,unknown,may,767,2,-1,0,unknown,no
27,management,married,tertiary,802,no,no,email,sep,569,1,-1,0,unknown,no
26,education,single,secondary,255,no,no,email,apr,457,1,80,1,success,no
33,tech,single,secondary,4404,yes,no,email,nov,766,3,-1,0,unknown,yes
34,construction,single,tertiary,144,yes,yes,email,oct,104,1,85,19,failure,yes
40,management,married,tertiary,0,no,no,email,jul,109,8,-1,0,unknown,yes
43,management,divorced,tertiary,99,no,no,email,jan,24,3,-1,0,unknown,yes
47,construction,married,primary,187,yes,no,unknown,may,165,1,-1,0,unknown,yes
40,services,married,secondary,51,yes,no,email,may,50,1,-1,0,unknown,yes
30,education,single,secondary,127,yes,no,email,may,16,6,368,1,other,yes
32,management,single,tertiary,0,no,no,email,feb,550,4,-1,0,unknown,no
30,unknown,single,tertiary,6836,no,no,email,feb,30,3,-1,0,unknown,yes
35,construction,divorced,secondary,308,no,no,email,aug,77,2,-1,0,unknown,yes
32,construction,single,secondary,230,yes,no,email,may,442,1,266,8,failure,no
35,construction,divorced,secondary,473,yes,yes,unknown,may,434,4,-1,0,unknown,yes
43,management,married,tertiary,348,no,yes,email,jul,88,3,-1,0,unknown,yes
60,management,married,unknown,6313,no,no,unknown,jun,39,2,-1,0,unknown,yes
51,education,married,secondary,423,yes,yes,email,oct,95,1,-1,0,unknown,yes
32,management,single,tertiary,474,yes,no,email,aug,90,3,-1,0,unknown,yes
30,tech,single,secondary,180,no,no,email,jul,203,1,183,2,failure,yes
36,services,married,secondary,1746,yes,no,unknown,may,99,1,-1,0,unknown,yes
28,construction,single,secondary,227,no,no,email,apr,278,1,-1,0,unknown,no
44,management,single,tertiary,5063,no,no,email,oct,418,2,-1,0,unknown,no
53,tech,married,primary,238,yes,no,email,may,238,2,361,5,failure,yes
31,construction,single,tertiary,23,no,no,email,aug,121,3,-1,0,unknown,yes
61,management,married,tertiary,997,no,no,email,mar,106,1,-1,0,unknown,no
58,services,divorced,secondary,462,no,no,email,nov,495,1,93,1,success,no
43,management,single,secondary,-228,yes,yes,unknown,may,122,2,-1,0,unknown,yes
34,management,married,tertiary,703,yes,no,email,apr,342,1,-1,0,unknown,no
39,self-employed,married,tertiary,585,yes,no,email,nov,48,1,181,3,failure,yes
55,tech,married,primary,284,no,yes,phone,jul,252,4,-1,0,unknown,yes
39,management,single,tertiary,416,no,no,email,oct,56,4,-1,0,unknown,yes
27,education,married,secondary,710,yes,yes,email,may,653,1,334,2,success,no
23,services,married,secondary,-19,yes,no,unknown,jun,13,10,-1,0,unknown,yes
48,construction,married,secondary,5,no,no,unknown,jun,65,6,-1,0,unknown,yes
34,tech,single,secondary,-72,yes,no,email,jul,273,5,-1,0,unknown,yes
72,retired,married,primary,763,no,no,email,apr,384,2,-1,0,unknown,no
57,management,married,primary,1052,yes,no,unknown,may,227,4,-1,0,unknown,yes
