@relation 'marketing-18204307-weka.filters.unsupervised.attribute.Remove-R2-4,6-8,13-14,17'

@attribute age numeric
@attribute has_defaulted {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_day numeric
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}

@data
35,no,email,18,jul,799,0,unknown
35,no,email,4,may,429,2,failure
56,no,email,29,jan,144,1,other
46,no,unknown,15,may,1263,0,unknown
77,no,phone,4,may,421,2,success
29,no,email,10,jul,1097,0,unknown
53,no,email,21,jul,180,0,unknown
34,no,email,7,sep,310,2,other
48,no,email,10,jul,114,0,unknown
38,no,email,18,nov,578,0,unknown
40,no,email,26,jul,105,1,failure
32,no,email,15,apr,171,0,unknown
38,no,email,21,nov,152,0,unknown
40,no,unknown,15,may,62,0,unknown
33,no,email,4,may,119,0,unknown
45,no,unknown,18,jun,74,0,unknown
58,no,email,23,jul,255,0,unknown
63,no,phone,4,aug,250,2,success
32,no,email,26,aug,958,0,unknown
41,no,unknown,14,may,87,0,unknown
36,no,email,11,aug,386,0,unknown
45,no,unknown,13,may,118,0,unknown
55,no,unknown,19,jun,15,0,unknown
30,no,email,17,mar,325,0,unknown
50,no,email,12,aug,474,0,unknown
52,no,unknown,15,may,755,0,unknown
58,no,phone,7,jul,876,0,unknown
45,no,unknown,21,oct,187,0,unknown
22,no,email,19,aug,338,0,unknown
33,no,unknown,23,may,29,0,unknown
38,no,email,27,oct,255,1,success
35,no,email,20,nov,219,1,failure
48,no,email,17,apr,264,1,failure
29,no,email,14,may,107,3,failure
32,no,unknown,29,may,187,0,unknown
52,no,unknown,15,may,468,0,unknown
43,no,email,15,may,66,0,unknown
27,no,email,22,jul,527,0,unknown
46,no,email,29,aug,728,0,unknown
71,no,email,16,feb,93,0,unknown
41,no,email,11,may,49,0,unknown
27,no,email,18,may,391,0,unknown
50,no,email,13,may,698,1,failure
38,no,email,21,nov,160,3,failure
47,no,unknown,5,jun,761,0,unknown
51,no,email,19,aug,109,0,unknown
32,no,unknown,19,may,191,0,unknown
36,no,email,19,aug,209,0,unknown
62,no,phone,6,aug,245,0,unknown
55,no,email,1,jun,324,2,success
28,no,email,29,jan,72,1,failure
30,no,phone,25,jul,279,0,unknown
42,no,email,11,aug,149,5,failure
33,no,email,28,jul,151,0,unknown
32,no,email,12,may,121,0,unknown
40,no,email,24,aug,206,0,unknown
29,no,unknown,20,jun,1663,0,unknown
38,no,email,25,nov,232,4,success
36,no,email,7,aug,86,0,unknown
40,no,phone,25,jul,697,0,unknown
37,no,email,9,sep,404,1,success
31,no,email,18,jul,1139,0,unknown
46,no,email,13,feb,121,0,unknown
34,no,email,6,may,172,0,unknown
61,no,email,6,oct,215,0,unknown
28,no,email,12,jan,409,0,unknown
57,no,email,30,jul,354,0,unknown
34,no,email,20,aug,78,0,unknown
38,no,email,2,jun,167,10,other
49,no,email,31,jul,18,0,unknown
42,no,email,22,jul,167,0,unknown
34,no,email,13,may,469,0,unknown
35,no,email,25,jul,743,0,unknown
42,no,email,16,feb,138,0,unknown
39,no,email,23,oct,46,0,unknown
48,no,unknown,26,may,105,0,unknown
50,no,email,20,apr,670,2,success
27,no,email,6,feb,101,0,unknown
87,no,email,30,oct,144,0,unknown
48,no,unknown,17,jun,159,0,unknown
28,no,email,5,jul,128,0,unknown
32,yes,email,16,apr,648,1,other
51,no,email,22,jul,168,0,unknown
40,no,unknown,16,jun,172,0,unknown
34,no,unknown,9,jun,85,0,unknown
38,no,email,26,aug,634,0,unknown
30,no,email,5,apr,470,3,other
26,yes,unknown,12,may,127,0,unknown
61,no,email,18,aug,998,0,unknown
54,no,email,11,feb,27,3,failure
40,no,email,10,nov,147,8,success
30,no,email,8,aug,131,0,unknown
27,no,phone,15,may,289,0,unknown
67,no,email,6,aug,244,0,unknown
31,no,email,25,jul,137,0,unknown
33,no,email,17,apr,342,1,other
28,no,unknown,15,may,133,0,unknown
47,no,unknown,12,jun,91,0,unknown
26,no,email,30,jul,84,0,unknown
36,no,email,18,may,9,0,unknown
46,no,email,5,may,725,0,unknown
38,no,unknown,3,jun,1030,0,unknown
44,no,email,15,may,104,0,unknown
30,no,email,18,nov,266,2,failure
32,no,unknown,4,jul,192,0,unknown
54,no,email,10,jul,2029,0,unknown
59,no,unknown,8,may,425,0,unknown
46,no,email,18,mar,910,4,success
34,no,email,29,aug,96,0,unknown
50,no,email,20,apr,76,0,unknown
37,no,email,14,aug,343,0,unknown
29,no,email,21,jul,120,0,unknown
59,no,unknown,5,jun,812,0,unknown
43,no,unknown,8,may,2087,0,unknown
44,no,email,14,may,10,0,unknown
43,no,unknown,13,may,1721,0,unknown
40,no,unknown,14,may,224,0,unknown
32,no,email,18,aug,594,0,unknown
22,no,email,20,oct,332,3,failure
34,no,email,25,aug,169,0,unknown
53,no,email,22,apr,371,0,unknown
59,no,unknown,27,may,1063,0,unknown
32,no,email,26,aug,104,0,unknown
44,no,unknown,3,jun,1249,0,unknown
55,no,email,10,feb,169,1,failure
53,no,unknown,20,jun,19,0,unknown
34,no,email,20,apr,187,3,other
46,no,email,17,sep,336,2,success
35,no,email,15,may,326,4,failure
27,no,email,22,apr,279,0,unknown
47,no,unknown,3,jun,2456,0,unknown
55,no,email,8,aug,73,0,unknown
29,no,email,10,mar,217,7,other
33,no,email,17,apr,97,0,unknown
52,no,email,21,jul,122,0,unknown
45,no,email,29,oct,264,0,unknown
53,no,email,27,aug,345,0,unknown
28,no,email,5,jun,275,0,unknown
61,no,email,27,jan,181,1,success
28,no,email,29,jan,113,0,unknown
43,no,email,29,jul,646,0,unknown
33,no,email,5,feb,509,0,unknown
31,no,email,2,feb,159,1,failure
27,no,email,11,sep,146,1,other
41,no,email,11,feb,109,0,unknown
36,no,unknown,20,jun,41,0,unknown
27,no,email,30,jul,356,0,unknown
55,no,email,14,may,104,0,unknown
43,no,email,25,aug,363,0,unknown
54,no,email,27,oct,269,3,success
37,no,email,1,jun,175,0,unknown
36,no,email,7,apr,15,1,failure
37,no,email,11,may,217,0,unknown
59,no,email,19,feb,222,2,success
36,no,email,14,dec,321,4,success
27,no,email,22,jul,1608,0,unknown
35,no,email,22,mar,215,0,unknown
39,no,unknown,12,jun,43,0,unknown
34,no,email,8,oct,401,0,unknown
48,no,email,4,jul,134,0,unknown
55,yes,email,22,jul,502,0,unknown
79,no,phone,18,jan,326,2,success
32,no,email,20,apr,148,0,unknown
59,no,email,29,jul,376,0,unknown
44,no,email,28,aug,14,0,unknown
46,no,email,4,feb,56,0,unknown
58,no,email,12,aug,92,0,unknown
36,no,email,14,may,113,0,unknown
30,no,email,11,aug,269,0,unknown
41,no,unknown,5,jun,189,0,unknown
58,no,unknown,4,jun,763,0,unknown
27,no,email,22,may,198,6,success
43,no,email,8,sep,261,1,success
28,no,unknown,26,jun,318,0,unknown
39,no,email,9,jul,869,0,unknown
35,no,email,13,may,1073,0,unknown
47,no,email,6,may,323,1,failure
32,no,email,18,may,125,4,failure
28,no,email,10,mar,93,0,unknown
53,no,email,28,jul,388,1,success
57,no,email,4,aug,142,0,unknown
37,no,email,22,oct,344,8,other
43,no,email,19,aug,574,3,success
42,no,unknown,29,may,285,0,unknown
50,no,email,20,nov,25,0,unknown
49,no,email,8,jul,97,0,unknown
30,yes,unknown,21,may,412,0,unknown
30,no,email,5,may,670,6,failure
27,no,email,18,may,113,0,unknown
67,no,email,16,apr,124,0,unknown
46,no,email,20,aug,293,4,other
34,no,unknown,21,may,748,0,unknown
47,no,unknown,28,may,211,0,unknown
38,no,unknown,11,jun,601,0,unknown
34,no,email,7,may,146,3,failure
57,no,phone,11,jan,585,2,success
31,no,unknown,26,may,543,0,unknown
53,no,email,2,aug,317,2,failure
53,no,email,12,mar,80,0,unknown
29,no,unknown,28,may,449,0,unknown
38,no,unknown,30,may,408,0,unknown
38,no,unknown,8,may,665,0,unknown
37,no,email,20,apr,81,0,unknown
32,no,unknown,12,may,747,0,unknown
45,no,email,18,oct,310,1,failure
81,no,email,19,aug,65,0,unknown
38,no,email,13,may,937,0,unknown
50,no,email,6,feb,748,0,unknown
74,no,email,19,oct,343,0,unknown
45,no,email,18,nov,275,0,unknown
50,no,email,7,aug,526,0,unknown
54,no,email,7,oct,335,0,unknown
34,no,email,7,aug,487,0,unknown
59,no,unknown,5,jun,153,0,unknown
50,no,email,15,apr,397,1,failure
41,no,unknown,5,may,42,0,unknown
48,no,email,5,feb,238,0,unknown
47,no,phone,10,dec,805,1,other
33,no,email,20,aug,175,0,unknown
33,no,email,19,aug,264,0,unknown
36,no,email,28,aug,68,0,unknown
46,no,unknown,28,may,796,0,unknown
77,no,email,16,oct,847,1,success
44,no,phone,20,oct,718,0,unknown
60,no,email,26,aug,323,0,unknown
28,no,email,14,may,10,1,failure
41,no,email,7,jul,630,0,unknown
46,no,unknown,5,may,246,0,unknown
50,no,email,14,aug,757,0,unknown
33,no,unknown,19,aug,480,0,unknown
32,no,email,25,may,158,0,unknown
53,no,phone,16,mar,295,2,success
36,no,email,5,aug,157,2,success
33,no,email,9,feb,501,0,unknown
31,no,email,13,may,207,0,unknown
47,no,unknown,11,sep,91,2,other
34,no,email,30,apr,359,0,unknown
50,no,email,25,aug,206,0,unknown
33,no,unknown,23,may,350,0,unknown
44,no,email,11,mar,188,0,unknown
52,no,unknown,29,may,361,0,unknown
37,no,email,30,apr,244,0,unknown
57,no,email,29,jul,339,0,unknown
41,no,phone,22,aug,9,0,unknown
53,no,email,14,may,959,7,other
30,no,unknown,16,may,601,0,unknown
38,no,unknown,12,jun,340,0,unknown
35,no,email,31,jul,630,0,unknown
38,no,email,11,sep,260,3,success
46,no,unknown,15,may,646,0,unknown
41,no,email,4,feb,261,6,success
51,no,email,20,apr,74,0,unknown
29,no,unknown,7,may,1689,0,unknown
46,no,phone,4,may,36,2,other
54,no,unknown,5,jun,115,0,unknown
33,no,email,14,may,72,1,failure
55,no,email,28,jun,345,3,other
52,no,email,22,apr,91,1,failure
43,no,email,19,nov,1015,2,other
33,no,email,17,apr,515,1,other
51,no,unknown,7,may,406,0,unknown
45,no,email,30,apr,587,0,unknown
51,no,email,24,aug,467,4,other
37,no,email,6,apr,610,1,failure
32,no,email,8,aug,79,0,unknown
36,no,unknown,27,may,21,0,unknown
49,no,email,21,aug,151,0,unknown
32,no,email,14,aug,203,1,failure
42,no,email,2,mar,311,0,unknown
22,no,email,8,nov,449,10,other
36,no,email,20,oct,213,0,unknown
53,no,email,20,aug,921,0,unknown
53,no,phone,10,sep,230,0,unknown
45,no,email,29,jan,182,0,unknown
35,no,email,19,aug,768,3,failure
54,no,email,31,jul,113,0,unknown
46,no,unknown,20,jun,252,0,unknown
38,no,email,13,apr,217,1,failure
53,no,email,11,aug,246,0,unknown
46,no,email,26,aug,388,0,unknown
34,no,email,5,feb,231,0,unknown
53,no,email,27,oct,759,0,unknown
43,no,email,12,nov,707,2,success
41,no,unknown,7,may,764,0,unknown
27,no,email,22,apr,279,0,unknown
31,no,unknown,2,jun,40,0,unknown
60,no,unknown,5,jun,419,0,unknown
43,no,email,18,jul,634,0,unknown
36,no,email,4,feb,75,1,failure
30,no,unknown,16,may,123,0,unknown
49,no,phone,9,feb,1971,0,unknown
43,no,email,18,nov,465,0,unknown
42,no,email,30,jan,114,0,unknown
37,no,email,14,may,567,4,failure
42,no,unknown,5,jun,57,0,unknown
41,no,unknown,6,may,333,0,unknown
27,no,unknown,7,may,388,0,unknown
34,no,email,13,apr,709,0,unknown
47,no,phone,10,dec,804,1,other
41,no,email,21,nov,285,4,failure
37,no,email,30,jun,224,0,unknown
51,no,unknown,29,may,117,0,unknown
32,no,email,18,may,232,0,unknown
32,no,email,14,may,646,0,unknown
39,no,email,11,aug,230,0,unknown
34,no,unknown,13,may,213,0,unknown
30,no,email,18,may,131,9,failure
27,no,unknown,4,jun,344,0,unknown
38,no,unknown,30,may,762,0,unknown
35,no,unknown,8,may,461,0,unknown
33,no,email,6,feb,860,0,unknown
35,no,email,18,nov,854,0,unknown
59,no,unknown,5,jun,48,0,unknown
58,no,email,5,aug,131,0,unknown
34,no,email,13,aug,136,0,unknown
25,no,email,27,may,223,2,failure
38,no,email,1,jun,232,0,unknown
49,no,email,3,mar,152,0,unknown
58,no,email,21,jul,106,0,unknown
44,no,email,28,jul,264,0,unknown
32,no,email,12,aug,1282,0,unknown
35,no,unknown,27,may,245,0,unknown
61,no,email,12,mar,212,0,unknown
56,no,email,25,jul,171,0,unknown
69,no,email,29,jul,417,4,success
59,no,unknown,29,may,184,0,unknown
57,no,email,21,nov,67,0,unknown
25,no,unknown,3,jun,89,0,unknown
30,no,unknown,27,may,514,0,unknown
34,no,email,13,may,469,0,unknown
23,no,email,24,aug,148,0,unknown
61,no,email,18,aug,998,0,unknown
56,no,phone,9,jul,236,0,unknown
32,no,email,10,dec,798,5,other
36,no,email,15,apr,330,4,success
34,no,email,2,feb,270,0,unknown
34,no,unknown,19,may,420,0,unknown
45,no,email,3,jun,224,0,unknown
32,no,unknown,12,may,757,0,unknown
60,no,unknown,12,jun,1178,0,unknown
40,no,email,16,jul,1018,0,unknown
49,yes,email,30,jul,988,0,unknown
37,no,email,16,feb,91,0,unknown
29,no,email,16,dec,314,1,success
27,no,email,25,may,112,0,unknown
60,no,unknown,20,jun,36,0,unknown
56,no,email,10,jul,542,0,unknown
69,no,phone,9,sep,595,0,unknown
45,no,unknown,18,jun,89,0,unknown
49,no,email,6,may,451,2,failure
37,no,unknown,18,jun,115,0,unknown
58,no,unknown,11,jun,199,0,unknown
32,no,unknown,3,jun,193,0,unknown
57,no,unknown,28,may,648,0,unknown
30,no,email,27,feb,30,0,unknown
31,yes,phone,7,jul,94,0,unknown
42,no,email,17,nov,525,0,unknown
39,no,unknown,20,may,273,0,unknown
59,no,unknown,5,nov,669,0,unknown
73,no,phone,16,oct,434,1,failure
27,no,email,5,jun,397,0,unknown
44,no,email,27,jan,701,0,unknown
54,no,unknown,9,may,103,0,unknown
40,no,unknown,27,may,260,0,unknown
30,no,email,19,oct,233,20,failure
30,no,email,11,aug,213,0,unknown
68,no,phone,14,jul,897,0,unknown
59,no,email,30,apr,815,1,other
47,no,phone,18,nov,195,8,other
55,no,email,25,aug,139,0,unknown
33,no,email,30,jan,76,1,failure
32,no,email,22,may,796,1,failure
30,no,email,23,jun,1407,0,unknown
41,no,email,12,may,463,0,unknown
37,no,unknown,28,may,25,0,unknown
36,no,unknown,23,may,293,0,unknown
58,no,unknown,2,jun,111,0,unknown
78,no,phone,22,oct,97,0,unknown
46,no,email,19,nov,93,8,failure
27,no,email,27,mar,378,0,unknown
47,no,phone,30,jan,66,1,other
63,no,email,8,jun,506,0,unknown
40,no,email,1,jun,314,0,unknown
42,no,email,12,may,955,0,unknown
31,no,email,7,jul,387,0,unknown
31,no,unknown,28,may,231,0,unknown
47,no,email,19,oct,385,0,unknown
46,no,unknown,16,jun,382,0,unknown
49,no,email,8,jul,474,0,unknown
53,no,unknown,5,jun,701,0,unknown
49,no,email,7,may,1516,2,other
31,no,email,28,aug,110,0,unknown
51,no,email,5,may,138,0,unknown
37,no,email,12,aug,664,0,unknown
57,no,unknown,26,jun,215,0,unknown
32,no,email,29,jul,80,0,unknown
40,no,email,12,may,750,0,unknown
48,no,email,15,may,830,2,failure
41,no,unknown,20,jun,89,0,unknown
78,no,phone,16,mar,80,0,unknown
59,no,unknown,5,may,226,0,unknown
29,no,email,7,may,127,0,unknown
49,no,unknown,5,may,234,0,unknown
28,no,email,1,jun,347,2,success
54,no,unknown,11,jun,67,0,unknown
52,no,email,28,jan,134,2,success
62,no,email,13,nov,227,0,unknown
31,no,email,14,may,164,0,unknown
46,no,email,21,jul,87,0,unknown
27,no,email,28,oct,190,1,success
34,no,unknown,6,may,136,0,unknown
26,no,email,5,may,138,0,unknown
37,no,phone,17,feb,466,0,unknown
39,no,email,11,may,877,2,other
32,no,unknown,26,may,1234,0,unknown
48,no,unknown,18,jun,88,0,unknown
32,no,email,14,aug,134,0,unknown
49,no,email,8,nov,148,2,failure
36,no,unknown,9,jun,287,0,unknown
47,no,email,30,apr,412,1,success
35,no,email,8,jul,338,0,unknown
41,no,email,4,may,54,0,unknown
35,no,email,29,dec,1370,3,success
27,no,email,13,oct,123,0,unknown
46,no,email,18,mar,910,4,success
42,no,phone,21,oct,519,1,other
28,no,email,20,oct,676,2,failure
33,no,unknown,16,may,803,0,unknown
25,no,email,18,may,600,4,other
31,no,email,11,feb,280,0,unknown
37,no,email,2,feb,289,4,other
50,no,email,9,jul,464,6,failure
37,no,email,2,feb,96,2,other
33,no,phone,27,aug,29,0,unknown
32,no,email,15,may,744,0,unknown
64,no,email,11,feb,671,3,failure
35,no,email,7,may,121,0,unknown
49,no,unknown,13,nov,231,0,unknown
26,no,unknown,28,may,576,0,unknown
36,no,phone,3,feb,26,1,failure
40,no,email,29,aug,189,0,unknown
37,no,email,1,jun,174,0,unknown
38,no,email,28,jun,297,4,other
36,no,phone,3,feb,26,1,failure
59,no,email,13,aug,119,0,unknown
36,no,unknown,20,jun,9,0,unknown
20,no,email,30,apr,261,0,unknown
39,no,email,16,apr,81,0,unknown
43,no,email,20,nov,68,0,unknown
56,yes,unknown,9,may,185,0,unknown
49,no,unknown,27,may,550,0,unknown
26,no,email,7,sep,57,0,unknown
32,no,email,21,jul,1017,0,unknown
29,no,email,5,aug,504,1,success
33,no,email,13,aug,305,0,unknown
32,no,unknown,2,jul,957,0,unknown
28,no,phone,12,may,360,5,success
34,no,email,29,aug,116,0,unknown
33,no,email,4,feb,124,1,other
24,no,unknown,27,may,299,0,unknown
57,no,email,21,aug,819,0,unknown
42,no,email,5,aug,81,0,unknown
32,no,email,12,may,145,0,unknown
37,no,email,16,feb,91,0,unknown
33,no,unknown,8,may,266,0,unknown
49,no,unknown,13,may,113,0,unknown
36,no,email,20,apr,904,0,unknown
37,no,email,6,may,140,0,unknown
52,no,unknown,12,jun,84,0,unknown
47,no,email,18,oct,567,3,success
42,no,email,30,jul,152,0,unknown
40,no,unknown,23,may,373,0,unknown
47,no,unknown,14,may,162,0,unknown
56,no,email,21,apr,243,0,unknown
68,no,email,4,aug,249,0,unknown
84,no,phone,18,may,353,0,unknown
54,no,unknown,21,may,86,0,unknown
41,no,unknown,20,jun,28,0,unknown
58,no,email,12,aug,219,0,unknown
41,no,unknown,19,may,882,0,unknown
47,no,email,6,feb,285,0,unknown
31,no,email,30,apr,297,3,success
64,no,phone,29,jul,301,0,unknown
34,no,email,4,aug,120,6,success
35,no,email,14,jul,287,1,failure
38,no,unknown,26,may,364,0,unknown
41,no,unknown,6,jun,42,0,unknown
40,no,unknown,17,jun,279,0,unknown
33,no,email,22,jul,400,0,unknown
